distance_km,order_value,rider_availability,shop_delivery_enabled,pickup_enabled,digibazaar_delivery_enabled,shop_rating,avg_prep_time_mins,current_pending_orders,shop_delivery_radius_km,delivery_mode
10.08,953.31,Medium,1,0,1,2.9,8,24,4.0,digibazaar_delivery
10.49,1061.35,High,1,1,0,4.7,13,12,5.8,pickup
14.72,1932.09,Low,0,1,1,2.7,16,28,0.0,pickup
6.35,1876.18,Low,0,1,1,4.8,10,8,0.0,pickup
6.32,556.8,Medium,0,0,1,4.2,9,32,0.0,digibazaar_delivery
5.31,671.0,Low,1,0,0,2.9,25,26,7.9,shop_delivery
13.95,188.1,Low,0,1,1,3.3,10,33,0.0,pickup
6.01,756.18,Medium,1,1,1,3.6,28,46,7.0,pickup
8.77,1269.94,High,0,1,1,3.0,19,2,0.0,digibazaar_delivery
3.32,2390.38,Medium,0,0,1,3.8,26,37,0.0,digibazaar_delivery
11.34,2275.41,Low,0,1,0,3.2,9,28,0.0,pickup
3.28,1373.86,Medium,0,0,1,4.0,18,33,0.0,digibazaar_delivery
13.93,1360.19,Medium,0,1,0,3.2,10,15,0.0,pickup
14.82,2102.06,Medium,1,0,0,4.5,20,0,5.2,shop_delivery
2.49,634.4,Medium,1,0,0,2.6,9,27,5.3,shop_delivery
14.3,1957.87,High,1,1,0,3.1,6,3,7.6,pickup
12.71,999.58,Low,0,1,0,3.1,5,21,0.0,pickup
14.11,1611.08,High,1,0,0,4.0,22,45,7.2,shop_delivery
9.73,64.75,Low,1,0,1,3.4,22,18,2.6,digibazaar_delivery
1.41,2041.9,Medium,1,1,1,4.5,26,2,7.0,digibazaar_delivery
11.79,171.02,Low,0,1,1,4.4,18,45,0.0,pickup
1.28,938.61,Low,1,0,1,2.9,9,48,2.7,shop_delivery
7.87,168.73,Low,0,1,1,3.5,18,3,0.0,pickup
14.41,989.74,Low,0,1,1,5.0,19,31,0.0,pickup
10.47,780.16,Low,1,1,0,4.4,16,40,4.9,pickup
7.41,2299.56,High,1,0,0,2.9,28,1,7.1,shop_delivery
4.31,773.08,High,0,1,1,4.8,21,27,0.0,digibazaar_delivery
9.45,1707.62,Medium,0,1,0,4.3,7,25,0.0,pickup
0.32,2490.55,Medium,1,1,1,3.8,8,29,6.8,digibazaar_delivery
11.99,2871.62,Medium,0,1,1,5.0,9,47,0.0,digibazaar_delivery
8.41,2496.13,High,0,0,1,3.1,15,26,0.0,digibazaar_delivery
13.12,218.04,Low,1,1,0,3.4,24,16,5.3,pickup
14.17,2951.18,Medium,0,1,0,4.4,23,10,0.0,pickup
10.23,959.57,Medium,1,1,0,4.8,21,13,2.0,pickup
2.53,640.6,Low,0,0,1,4.1,24,42,0.0,digibazaar_delivery
4.29,2225.6,Medium,1,0,1,3.1,21,37,2.9,digibazaar_delivery
10.36,488.46,Low,0,1,1,3.0,14,16,0.0,pickup
14.37,89.62,High,0,1,1,3.4,7,42,0.0,digibazaar_delivery
1.25,846.98,Low,0,0,1,4.5,27,44,0.0,digibazaar_delivery
8.41,854.52,High,0,0,1,2.6,23,17,0.0,digibazaar_delivery
0.39,1256.6,High,0,1,1,2.7,10,3,0.0,digibazaar_delivery
7.45,963.46,Low,1,0,1,3.4,30,14,3.5,digibazaar_delivery
0.84,2885.99,Medium,0,0,1,4.2,8,21,0.0,digibazaar_delivery
2.26,873.99,Low,0,1,0,2.8,23,47,0.0,pickup
7.27,714.41,High,0,0,1,4.7,17,21,0.0,digibazaar_delivery
3.54,2979.57,Medium,1,0,0,3.0,26,7,3.7,shop_delivery
12.7,2014.34,High,1,0,0,3.5,24,14,3.4,shop_delivery
7.66,1991.36,Low,0,1,0,4.0,18,5,0.0,pickup
1.44,437.44,Medium,1,0,0,3.1,8,42,7.4,shop_delivery
4.54,1435.55,Low,1,0,1,2.9,23,50,4.4,digibazaar_delivery
13.16,826.04,Low,0,0,1,4.6,18,12,0.0,digibazaar_delivery
1.54,237.76,High,1,0,0,4.9,25,12,4.6,shop_delivery
13.01,2718.75,Medium,0,0,1,4.9,26,25,0.0,digibazaar_delivery
0.17,826.63,Low,1,0,0,2.7,6,34,7.2,shop_delivery
6.95,1117.8,Medium,0,0,1,3.6,27,16,0.0,digibazaar_delivery
12.04,283.6,Low,1,1,0,3.2,6,22,6.2,pickup
4.13,962.81,Low,1,0,0,3.4,19,17,2.2,shop_delivery
0.96,2403.5,Medium,0,1,1,2.9,11,46,0.0,digibazaar_delivery
5.56,660.72,Low,1,0,0,3.1,29,29,4.3,shop_delivery
9.7,1845.96,Low,0,1,0,4.5,19,12,0.0,pickup
3.15,2328.13,High,0,1,1,2.6,6,48,0.0,digibazaar_delivery
3.42,1721.45,Medium,1,0,1,2.7,6,38,4.8,shop_delivery
7.1,575.13,High,0,1,1,4.4,9,14,0.0,digibazaar_delivery
14.33,1242.81,High,0,0,1,3.8,26,31,0.0,digibazaar_delivery
4.87,1675.59,Medium,1,0,1,4.9,25,16,2.4,digibazaar_delivery
2.0,1730.03,Low,0,1,0,3.2,15,0,0.0,pickup
0.98,513.74,Medium,0,1,1,3.0,19,18,0.0,digibazaar_delivery
7.62,2292.41,Medium,1,0,1,4.9,18,38,3.2,digibazaar_delivery
5.74,2135.99,Low,0,1,1,3.6,24,16,0.0,pickup
12.17,2622.02,Low,0,1,1,5.0,6,34,0.0,pickup
9.59,1017.44,High,0,1,1,3.6,9,23,0.0,digibazaar_delivery
9.6,981.6,High,0,1,1,2.6,6,13,0.0,digibazaar_delivery
12.09,280.53,Medium,1,1,1,3.0,8,1,2.9,digibazaar_delivery
0.93,1231.71,Low,1,0,0,3.5,5,45,4.0,shop_delivery
13.37,2000.43,High,0,0,1,2.7,21,19,0.0,digibazaar_delivery
7.02,2803.53,High,1,0,0,3.1,17,35,7.3,shop_delivery
8.36,1230.25,Medium,0,0,1,4.8,13,22,0.0,digibazaar_delivery
6.88,1593.15,Low,0,0,1,3.3,10,16,0.0,digibazaar_delivery
7.0,2665.69,High,1,0,0,3.3,22,18,2.8,shop_delivery
13.62,2480.98,High,0,1,0,4.3,27,29,0.0,pickup
12.37,2343.09,Low,0,1,0,2.8,10,17,0.0,pickup
1.74,2329.91,Low,1,0,0,2.8,6,50,5.2,shop_delivery
5.91,851.82,High,0,1,1,4.2,18,31,0.0,digibazaar_delivery
0.45,669.9,Low,1,1,0,2.9,6,0,3.9,shop_delivery
2.61,607.65,High,1,0,1,3.8,18,6,3.2,digibazaar_delivery
8.35,2877.69,Low,0,0,1,4.8,11,35,0.0,digibazaar_delivery
1.06,1509.58,Medium,0,1,1,3.2,29,4,0.0,digibazaar_delivery
3.01,2761.02,Low,1,0,1,5.0,13,41,6.7,shop_delivery
12.4,827.86,Medium,1,1,0,4.8,17,12,7.2,pickup
3.59,1472.57,High,0,1,0,3.7,9,30,0.0,pickup
11.38,2132.13,Low,0,1,0,3.0,12,13,0.0,pickup
6.25,1482.29,High,0,1,1,2.9,29,14,0.0,digibazaar_delivery
12.68,85.11,High,0,1,1,3.7,6,42,0.0,digibazaar_delivery
8.32,1172.37,Medium,0,1,1,3.2,12,37,0.0,digibazaar_delivery
1.28,532.28,High,0,0,1,4.0,12,14,0.0,digibazaar_delivery
9.01,1408.16,High,0,1,1,4.9,14,19,0.0,digibazaar_delivery
0.11,334.95,Medium,1,0,0,3.6,26,4,4.9,shop_delivery
7.31,2317.02,Medium,0,0,1,2.5,6,11,0.0,digibazaar_delivery
1.01,1406.18,High,0,1,0,3.0,8,40,0.0,pickup
12.0,800.39,Low,0,0,1,4.4,22,39,0.0,digibazaar_delivery
7.7,81.79,Medium,1,0,0,4.1,8,50,4.3,shop_delivery
2.07,1967.94,Medium,1,0,0,4.3,12,46,3.7,shop_delivery
13.49,2166.99,Low,1,1,1,4.8,17,46,5.2,pickup
13.87,2991.77,Medium,0,1,0,2.6,9,39,0.0,pickup
13.77,1362.55,Medium,1,0,0,2.7,14,23,5.7,shop_delivery
10.5,880.49,Low,1,0,0,3.6,18,30,4.2,shop_delivery
9.6,206.54,Medium,1,1,1,2.7,6,3,2.3,digibazaar_delivery
1.15,2120.0,Medium,1,1,1,3.7,17,14,6.4,digibazaar_delivery
7.23,702.43,High,1,1,0,4.8,14,31,2.6,pickup
6.57,1995.94,Medium,0,0,1,4.4,23,23,0.0,digibazaar_delivery
7.63,1311.87,Low,1,0,0,5.0,18,16,6.7,shop_delivery
2.15,444.18,High,0,0,1,4.6,8,45,0.0,digibazaar_delivery
0.19,2149.64,High,0,0,1,4.6,19,42,0.0,digibazaar_delivery
3.59,2026.51,Medium,1,0,0,4.4,7,4,6.5,shop_delivery
4.65,2153.97,Low,0,0,1,3.4,25,24,0.0,digibazaar_delivery
4.14,2083.44,High,0,1,0,4.2,15,48,0.0,pickup
10.24,2247.85,Medium,1,0,0,4.8,8,41,3.4,shop_delivery
1.28,358.92,Low,1,0,0,4.0,14,27,2.6,shop_delivery
10.36,2566.82,Medium,0,0,1,3.6,26,15,0.0,digibazaar_delivery
6.26,479.88,Low,1,1,0,3.6,17,34,3.4,pickup
9.16,948.78,High,0,1,0,4.1,10,0,0.0,pickup
5.57,1312.05,Low,1,0,1,4.4,22,42,3.7,digibazaar_delivery
11.09,1143.82,Medium,0,0,1,3.4,17,43,0.0,digibazaar_delivery
6.82,66.72,Low,1,1,1,3.4,22,21,2.0,pickup
6.5,2441.24,High,0,1,0,2.6,26,45,0.0,pickup
11.02,2459.95,Medium,1,0,1,3.6,17,15,4.9,digibazaar_delivery
0.96,2228.15,Medium,0,1,0,3.9,14,28,0.0,pickup
13.01,398.47,Low,0,1,0,4.8,24,39,0.0,pickup
5.02,676.37,Low,1,1,1,3.0,17,6,2.5,pickup
13.2,1558.86,Low,0,1,0,4.8,14,6,0.0,pickup
9.23,1837.46,High,1,0,1,2.6,30,30,2.2,digibazaar_delivery
7.68,2072.4,Low,1,1,1,2.8,15,6,7.4,pickup
3.46,2720.41,Low,0,0,1,4.7,27,12,0.0,digibazaar_delivery
13.83,2509.25,High,0,0,1,4.3,25,47,0.0,digibazaar_delivery
3.52,393.97,Medium,1,1,0,3.5,9,40,8.0,shop_delivery
11.91,594.79,High,1,0,1,3.8,30,26,6.3,digibazaar_delivery
1.45,1575.5,Low,1,1,1,3.1,7,29,6.7,shop_delivery
1.38,1158.76,Low,0,0,1,2.8,10,35,0.0,digibazaar_delivery
8.37,1918.05,High,0,1,1,3.8,10,33,0.0,digibazaar_delivery
8.94,2324.43,Low,1,0,0,2.6,15,42,2.1,shop_delivery
4.13,1422.65,Medium,1,1,1,5.0,20,41,6.8,digibazaar_delivery
1.68,343.48,High,1,0,1,4.0,10,13,8.0,shop_delivery
2.05,566.36,Medium,1,0,1,3.0,21,8,4.2,digibazaar_delivery
4.5,1206.32,Medium,0,1,1,3.4,20,42,0.0,digibazaar_delivery
14.64,2090.32,Medium,0,0,1,3.8,25,16,0.0,digibazaar_delivery
6.03,2610.97,High,1,1,0,3.1,19,33,4.4,pickup
7.44,974.5,High,1,1,1,4.3,14,21,4.7,digibazaar_delivery
4.58,2006.98,Low,1,0,1,4.2,30,40,4.1,digibazaar_delivery
3.15,53.53,Low,1,1,0,4.3,17,42,5.9,shop_delivery
2.31,2020.92,High,0,1,0,4.2,8,24,0.0,pickup
8.48,2821.16,Low,1,0,0,4.2,16,22,7.0,shop_delivery
11.33,397.97,Low,1,1,0,3.2,22,42,3.2,shop_delivery
5.11,2608.69,Low,1,1,0,2.8,18,39,5.3,shop_delivery
9.76,2851.14,Medium,0,1,0,2.7,5,40,0.0,pickup
7.83,1833.44,Low,1,1,0,3.3,30,31,4.6,pickup
7.19,2330.66,Medium,1,0,1,3.8,8,41,6.2,digibazaar_delivery
6.76,1122.03,Medium,1,0,1,2.8,13,50,5.7,digibazaar_delivery
8.32,439.24,Medium,0,0,1,4.8,18,22,0.0,digibazaar_delivery
10.84,1446.4,High,0,0,1,4.2,25,4,0.0,digibazaar_delivery
13.54,2511.73,High,0,0,1,3.9,6,23,0.0,digibazaar_delivery
3.7,998.48,Low,0,1,0,4.9,27,15,0.0,pickup
1.83,926.46,Medium,0,0,1,2.7,17,31,0.0,digibazaar_delivery
10.9,1744.62,Medium,1,0,0,4.3,12,12,4.8,shop_delivery
3.45,412.48,Low,1,1,1,3.2,20,23,5.1,shop_delivery
9.26,2472.91,High,0,1,0,2.9,19,21,0.0,pickup
6.79,400.42,Low,1,0,0,3.4,10,40,6.5,shop_delivery
6.39,1265.66,Medium,0,0,1,2.6,18,2,0.0,digibazaar_delivery
13.83,1499.72,High,1,1,1,4.5,7,43,2.9,digibazaar_delivery
13.54,1544.76,Medium,0,0,1,2.9,10,46,0.0,digibazaar_delivery
13.93,808.31,Medium,1,1,1,3.9,15,28,6.4,digibazaar_delivery
0.85,2838.63,High,0,0,1,2.9,22,5,0.0,digibazaar_delivery
10.75,2460.11,Medium,1,0,1,4.3,14,7,7.0,digibazaar_delivery
13.15,2955.99,High,1,1,1,2.8,30,4,2.1,digibazaar_delivery
2.95,1277.99,Medium,1,0,0,3.0,8,42,4.2,shop_delivery
11.71,950.45,Medium,0,0,1,3.9,26,33,0.0,digibazaar_delivery
6.55,1453.86,Low,0,0,1,5.0,21,44,0.0,digibazaar_delivery
1.44,609.74,Medium,1,0,0,3.2,23,47,7.7,shop_delivery
7.36,989.12,Medium,0,0,1,4.8,18,47,0.0,digibazaar_delivery
7.43,1473.3,Medium,1,0,0,4.1,30,22,6.0,shop_delivery
1.4,536.52,Medium,0,0,1,2.9,23,5,0.0,digibazaar_delivery
1.89,1181.75,Medium,1,1,0,4.7,24,22,7.9,shop_delivery
5.49,2117.06,High,0,0,1,4.8,11,26,0.0,digibazaar_delivery
2.29,1575.93,High,1,1,1,3.6,30,1,5.3,digibazaar_delivery
12.0,1721.21,High,1,0,1,2.6,27,36,4.2,digibazaar_delivery
11.31,1387.7,Low,1,0,1,2.9,18,17,4.8,digibazaar_delivery
5.52,2502.33,Low,0,0,1,4.5,30,36,0.0,digibazaar_delivery
5.35,1980.39,High,1,1,1,3.4,26,8,6.4,digibazaar_delivery
0.31,2424.72,Low,1,0,1,3.8,24,44,4.5,shop_delivery
6.86,2026.22,Low,1,1,1,4.9,5,28,7.5,shop_delivery
6.37,320.23,Low,1,0,1,4.8,13,23,3.7,digibazaar_delivery
5.64,1064.0,High,0,0,1,3.4,13,19,0.0,digibazaar_delivery
13.77,1080.12,Low,0,1,0,3.2,17,7,0.0,pickup
3.98,2320.31,High,0,1,0,2.6,21,3,0.0,pickup
9.61,2526.36,Low,1,1,1,3.4,30,26,2.3,pickup
11.29,2325.08,Medium,1,0,1,4.8,11,40,3.4,digibazaar_delivery
2.07,933.29,High,0,1,1,2.7,8,29,0.0,digibazaar_delivery
4.85,1771.41,High,1,0,0,4.7,6,10,3.8,shop_delivery
3.29,2139.32,Medium,0,1,0,4.7,11,22,0.0,pickup
10.41,1565.79,Low,0,1,1,4.0,17,5,0.0,pickup
5.52,2051.53,Low,1,0,0,4.1,14,28,6.4,shop_delivery
6.16,796.33,Medium,0,1,0,4.3,16,3,0.0,pickup
2.38,2809.0,High,0,1,0,4.8,10,26,0.0,pickup
6.13,2730.39,High,1,0,1,4.0,12,46,6.8,digibazaar_delivery
9.96,1792.46,High,1,0,1,3.0,23,14,3.3,digibazaar_delivery
11.33,948.4,Low,0,1,1,4.0,13,20,0.0,pickup
2.94,1455.1,High,1,1,0,4.6,30,1,5.7,shop_delivery
14.84,291.75,High,0,0,1,2.5,27,4,0.0,digibazaar_delivery
2.36,109.58,Medium,1,1,0,4.9,26,24,2.3,pickup
2.58,2605.5,High,1,1,0,2.6,13,42,2.3,pickup
11.03,769.05,Medium,0,1,1,4.7,24,24,0.0,digibazaar_delivery
4.89,2821.02,Medium,0,1,0,4.1,26,43,0.0,pickup
6.1,752.98,High,1,0,1,5.0,27,39,7.8,digibazaar_delivery
7.01,1431.54,Medium,1,0,1,4.3,15,20,7.0,digibazaar_delivery
14.14,384.73,High,0,0,1,3.9,22,43,0.0,digibazaar_delivery
11.84,1138.72,High,0,0,1,3.2,15,46,0.0,digibazaar_delivery
2.89,2284.44,Medium,0,1,1,3.0,19,13,0.0,digibazaar_delivery
1.85,251.97,Low,1,1,0,4.1,13,24,6.2,shop_delivery
0.44,925.37,High,1,1,1,3.1,21,12,3.8,digibazaar_delivery
7.88,1668.29,Low,0,1,0,3.3,18,13,0.0,pickup
12.09,1583.14,High,1,0,0,2.6,7,19,3.9,shop_delivery
2.15,1528.69,Low,1,1,1,3.0,10,14,7.8,shop_delivery
14.8,1617.96,Medium,0,0,1,3.8,14,40,0.0,digibazaar_delivery
3.67,1311.11,Low,0,0,1,4.8,18,34,0.0,digibazaar_delivery
12.34,2625.28,Low,0,1,0,2.7,12,40,0.0,pickup
0.56,2844.17,Medium,0,1,1,3.8,12,3,0.0,digibazaar_delivery
13.64,133.36,High,0,1,1,2.6,25,10,0.0,digibazaar_delivery
0.66,918.23,Low,1,0,1,4.2,20,2,3.0,shop_delivery
6.23,1043.16,Medium,1,0,0,3.6,23,28,7.0,shop_delivery
3.45,2823.53,Medium,0,1,0,4.3,9,14,0.0,pickup
12.11,2431.94,Medium,1,1,0,3.5,25,18,6.2,pickup
13.36,2379.24,Medium,0,0,1,4.3,6,29,0.0,digibazaar_delivery
5.16,2944.49,Medium,0,0,1,3.9,11,3,0.0,digibazaar_delivery
0.77,1370.78,High,0,0,1,3.6,29,39,0.0,digibazaar_delivery
1.9,2647.46,High,0,0,1,3.3,13,7,0.0,digibazaar_delivery
12.01,2320.68,Medium,0,1,0,3.6,16,15,0.0,pickup
6.81,1815.16,Medium,1,1,0,4.5,24,14,2.1,pickup
7.15,597.15,Low,1,1,1,2.9,10,32,4.0,pickup
2.36,1296.82,Low,1,0,1,4.1,12,27,6.9,shop_delivery
7.79,1259.79,Low,0,0,1,4.3,30,24,0.0,digibazaar_delivery
3.36,258.4,Medium,1,1,0,4.0,30,40,2.6,pickup
3.14,2870.72,Medium,0,0,1,2.5,29,42,0.0,digibazaar_delivery
14.17,528.09,High,0,1,1,4.4,28,0,0.0,digibazaar_delivery
1.26,1789.22,High,1,1,0,3.5,24,47,2.9,shop_delivery
4.25,379.43,Low,1,1,0,2.6,19,13,4.7,shop_delivery
2.42,1083.14,Medium,0,1,1,4.1,5,23,0.0,digibazaar_delivery
4.49,1945.11,Medium,1,1,0,2.6,18,24,5.6,shop_delivery
10.68,2353.0,Low,0,0,1,2.5,29,9,0.0,digibazaar_delivery
9.72,2117.56,High,0,1,1,2.7,13,45,0.0,digibazaar_delivery
14.49,2840.28,Low,1,1,1,4.0,16,3,6.7,pickup
10.63,784.26,High,1,1,0,2.6,19,31,3.2,pickup
3.75,226.25,High,0,0,1,3.0,9,8,0.0,digibazaar_delivery
4.72,1761.54,Low,1,0,0,4.8,13,30,5.6,shop_delivery
1.72,1319.9,Medium,1,0,0,3.3,17,33,7.4,shop_delivery
3.52,483.39,High,0,0,1,3.8,18,23,0.0,digibazaar_delivery
7.75,1785.79,Medium,0,0,1,2.6,5,5,0.0,digibazaar_delivery
4.84,1195.39,Medium,1,1,0,2.9,15,39,2.1,pickup
2.45,2464.4,High,0,0,1,4.3,17,47,0.0,digibazaar_delivery
10.33,2936.65,High,1,1,1,4.3,7,7,4.8,digibazaar_delivery
10.25,1351.9,Medium,0,0,1,3.5,18,26,0.0,digibazaar_delivery
7.99,1802.06,Low,0,0,1,3.1,13,15,0.0,digibazaar_delivery
11.38,1258.52,Medium,0,1,1,4.7,27,33,0.0,digibazaar_delivery
5.62,808.48,Low,0,1,0,3.0,14,15,0.0,pickup
1.9,120.68,Low,0,1,1,2.6,22,5,0.0,digibazaar_delivery
4.36,722.17,High,1,1,0,3.6,6,22,2.6,pickup
5.85,1663.32,High,1,0,1,3.5,23,11,2.5,digibazaar_delivery
8.93,1730.89,Medium,1,1,1,3.5,7,0,4.1,digibazaar_delivery
12.18,1260.31,Medium,1,1,1,3.4,23,6,2.6,digibazaar_delivery
11.3,1331.37,Low,1,1,0,4.6,7,43,6.8,pickup
4.32,1101.37,Low,0,0,1,3.3,30,10,0.0,digibazaar_delivery
6.58,2638.23,Low,1,1,1,4.2,5,28,6.0,pickup
10.29,1789.98,Medium,1,0,1,3.5,17,32,6.8,digibazaar_delivery
7.72,2575.59,High,1,1,1,3.7,7,0,2.8,digibazaar_delivery
12.2,2306.97,Low,0,1,0,4.1,13,43,0.0,pickup
14.39,2994.32,Low,1,1,1,3.7,23,33,4.8,pickup
12.51,1818.91,Low,0,1,1,4.6,25,26,0.0,pickup
4.24,1011.71,Low,1,1,1,3.0,15,42,5.3,shop_delivery
11.98,2787.86,Low,0,1,0,2.9,22,44,0.0,pickup
9.37,1741.87,High,1,0,0,2.9,9,26,4.0,shop_delivery
10.15,418.13,Low,0,1,0,3.4,6,8,0.0,pickup
5.7,2008.07,High,0,0,1,4.5,21,4,0.0,digibazaar_delivery
2.22,466.95,High,1,1,0,2.9,18,4,5.9,shop_delivery
10.86,2543.99,Low,0,0,1,4.5,17,43,0.0,digibazaar_delivery
9.32,2751.57,Low,1,0,1,3.2,25,27,4.1,digibazaar_delivery
13.5,372.08,Medium,1,1,0,4.2,24,14,7.4,pickup
12.11,892.77,High,0,0,1,2.6,7,39,0.0,digibazaar_delivery
11.37,1822.13,High,1,0,0,4.7,8,7,7.5,shop_delivery
9.43,1110.36,Medium,0,1,0,3.6,22,36,0.0,pickup
5.51,1842.15,Medium,0,1,1,3.4,7,26,0.0,digibazaar_delivery
13.58,2388.13,Low,0,0,1,4.1,5,46,0.0,digibazaar_delivery
8.43,2584.86,Low,0,0,1,2.5,17,41,0.0,digibazaar_delivery
6.48,1988.78,Medium,1,0,0,3.5,20,17,7.9,shop_delivery
5.23,2461.06,Low,0,0,1,4.5,27,33,0.0,digibazaar_delivery
3.48,1889.25,Low,0,1,1,4.7,5,29,0.0,pickup
3.94,1870.91,High,1,0,0,4.0,13,15,7.6,shop_delivery
3.69,2217.12,High,0,0,1,4.1,18,23,0.0,digibazaar_delivery
12.55,994.44,Medium,1,1,1,3.8,25,9,5.4,digibazaar_delivery
3.65,1332.13,Low,1,0,0,3.0,22,28,2.4,shop_delivery
8.83,1910.55,Low,1,0,0,4.2,25,33,6.0,shop_delivery
4.47,1433.21,Low,1,0,1,4.1,18,22,7.1,shop_delivery
0.48,1280.15,High,0,1,0,4.9,12,20,0.0,pickup
14.48,1056.04,Medium,1,1,0,4.6,16,4,3.0,pickup
12.1,1786.88,High,1,0,1,4.2,19,15,5.3,digibazaar_delivery
4.07,1257.98,High,1,1,0,4.0,15,50,7.4,shop_delivery
5.61,2985.47,Low,0,0,1,3.0,25,44,0.0,digibazaar_delivery
5.28,1054.36,Medium,0,1,0,2.8,15,17,0.0,pickup
14.92,441.09,Low,0,1,0,3.2,10,20,0.0,pickup
8.75,2463.55,High,1,0,0,3.5,11,36,7.2,shop_delivery
9.36,1390.49,High,1,1,1,4.3,14,37,3.7,digibazaar_delivery
3.76,2496.64,Medium,1,0,0,2.7,27,24,7.7,shop_delivery
2.94,437.36,Medium,0,0,1,4.6,29,25,0.0,digibazaar_delivery
14.66,1312.74,Low,0,1,1,3.7,19,16,0.0,pickup
7.49,1119.91,Low,0,0,1,2.6,30,45,0.0,digibazaar_delivery
4.95,1340.52,Medium,1,0,1,4.5,21,14,5.5,digibazaar_delivery
9.43,303.67,Medium,0,1,1,4.4,16,47,0.0,digibazaar_delivery
11.91,63.09,Medium,0,0,1,3.7,22,10,0.0,digibazaar_delivery
11.76,2469.96,Low,1,0,0,2.5,30,14,2.3,shop_delivery
4.58,1990.29,Medium,0,0,1,3.6,22,28,0.0,digibazaar_delivery
12.07,638.53,Medium,0,1,0,2.9,28,47,0.0,pickup
9.42,2426.74,High,1,0,1,3.8,27,15,6.8,digibazaar_delivery
12.34,2968.51,Medium,1,1,0,4.0,5,15,5.2,pickup
4.49,2620.24,Medium,0,0,1,3.9,25,44,0.0,digibazaar_delivery
12.38,2485.59,High,1,0,0,3.9,15,40,7.7,shop_delivery
11.05,1560.31,High,1,1,0,4.8,12,48,5.7,pickup
14.4,1868.1,High,1,0,0,3.6,22,14,6.1,shop_delivery
5.47,2400.51,Low,1,1,1,2.8,25,37,7.2,shop_delivery
6.97,2890.92,Medium,0,0,1,4.7,19,50,0.0,digibazaar_delivery
14.51,1109.14,Low,0,1,1,3.7,18,42,0.0,pickup
5.7,805.86,Low,0,0,1,4.3,10,39,0.0,digibazaar_delivery
14.52,1856.71,Medium,0,1,0,4.6,11,34,0.0,pickup
2.02,1784.07,Medium,0,1,1,4.2,28,14,0.0,digibazaar_delivery
0.94,846.9,Low,0,0,1,2.9,26,21,0.0,digibazaar_delivery
8.34,247.53,Medium,0,1,0,4.8,17,36,0.0,pickup
5.89,270.35,Low,0,1,0,4.9,30,47,0.0,pickup
12.63,2625.98,Low,0,1,1,4.5,11,5,0.0,pickup
